mode,accuracy,F1-score,precision,recall
TRAIN,0.426747593135203,0.055842812823164424,0.20300751879699247,0.03237410071942446
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.484930933444956,0.05163776493256262,0.7204301075268817,0.026778577138289367
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.490163248221013,0.07164634146341463,0.7704918032786885,0.037569944044764186
VALID,0.4829581993569132,0.07586206896551724,0.6875,0.040145985401459854
TEST,0.4803738317757009,0.06081081081081081,0.5625,0.03214285714285714
TRAIN,0.490163248221013,0.07164634146341463,0.7704918032786885,0.037569944044764186
