mode,accuracy,F1-score,precision,recall
TRAIN,0.9474675596483885,0.9501093222023456,0.9450375642546461,0.9552358113509193
VALID,0.9241157556270096,0.9275184275184276,0.9367245657568238,0.9184914841849149
TEST,0.9200934579439253,0.9232150875617423,0.928635953026197,0.9178571428571428
TRAIN,0.953955629970699,0.9559999999999998,0.9567654123298639,0.9552358113509193
VALID,0.929903536977492,0.9330055316533498,0.9428571428571428,0.9233576642335767
TEST,0.9252336448598131,0.9279279279279279,0.9363636363636364,0.9196428571428571
TRAIN,0.953955629970699,0.9559999999999998,0.9567654123298639,0.9552358113509193
VALID,0.929903536977492,0.9330055316533498,0.9428571428571428,0.9233576642335767
TEST,0.9252336448598131,0.9279279279279279,0.9363636363636364,0.9196428571428571
TRAIN,0.9581414817915446,0.9601752289924333,0.9567460317460318,0.9636290967226219
VALID,0.935048231511254,0.9383017715332925,0.9423312883435583,0.9343065693430657
TEST,0.927570093457944,0.930462090623598,0.9350766456266907,0.9258928571428572
TRAIN,0.9585600669736292,0.9605105704028719,0.9585987261146497,0.9624300559552358
VALID,0.9369774919614148,0.939729397293973,0.9502487562189055,0.9294403892944039
TEST,0.927570093457944,0.9298959746720941,0.9422548120989918,0.9178571428571428
TRAIN,0.9585600669736292,0.9605105704028719,0.9585987261146497,0.9624300559552358
VALID,0.9369774919614148,0.939729397293973,0.9502487562189055,0.9294403892944039
TEST,0.927570093457944,0.9298959746720941,0.9422548120989918,0.9178571428571428
TRAIN,0.9642109669317707,0.9656970912738215,0.9693918646798227,0.9620303756994405
VALID,0.9389067524115756,0.9413942011104256,0.9549436795994993,0.9282238442822385
TEST,0.9299065420560748,0.9319419237749546,0.9474169741697417,0.9169642857142857
TRAIN,0.9642109669317707,0.9656970912738215,0.9693918646798227,0.9620303756994405
VALID,0.9389067524115756,0.9413942011104256,0.9549436795994993,0.9282238442822385
TEST,0.9299065420560748,0.9319419237749546,0.9474169741697417,0.9169642857142857
TRAIN,0.9642109669317707,0.9656970912738215,0.9693918646798227,0.9620303756994405
VALID,0.9389067524115756,0.9413942011104256,0.9549436795994993,0.9282238442822385
TEST,0.9299065420560748,0.9319419237749546,0.9474169741697417,0.9169642857142857
TRAIN,0.9642109669317707,0.9656970912738215,0.9693918646798227,0.9620303756994405
VALID,0.9389067524115756,0.9413942011104256,0.9549436795994993,0.9282238442822385
TEST,0.9299065420560748,0.9319419237749546,0.9474169741697417,0.9169642857142857
TRAIN,0.9642109669317707,0.9656970912738215,0.9693918646798227,0.9620303756994405
VALID,0.9389067524115756,0.9413942011104256,0.9549436795994993,0.9282238442822385
TEST,0.9299065420560748,0.9319419237749546,0.9474169741697417,0.9169642857142857
